user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
-1.731834314747887,-1.2261685949377452,1.2824517604969567,-1.0872432808389474,-0.4674948848547855,-1.5244342797772974,-0.9535737143679877,-0.5768268345800871,-1.1938001799700213,1.7666111683812746,-1.7217203925172955,1.6920012351128386
-1.7314013020426118,1.2289305815112506,-0.3659564303134208,-0.6525633084895431,-1.374151631239824,-0.15555524711784283,0.4173494297159694,0.22970240904641173,1.240973928318104,-0.5099377861913971,0.5808144018889839,-0.5910161170380652
-1.7309682893373366,0.0013809932867526126,0.026521710355716717,-1.5219232531883515,0.43916186153025305,0.534835917179969,-0.4262955820280042,-1.4985745415818001,0.02358687417404125,-0.5099377861913971,0.5808144018889839,1.6920012351128386
-1.7305352766320614,-1.2261685949377452,-1.2294083397855233,-1.0872432808389474,1.3458186079152916,-1.4054013204156057,-1.6917630996439645,0.05687471398359042,0.02358687417404125,-0.5099377861913971,0.5808144018889839,-0.5910161170380652
-1.7301022639267862,1.2289305815112506,-0.6799389428487308,1.520836553257478,-1.374151631239824,1.1419040099245967,0.24159005226930821,0.3449208724216256,0.02358687417404125,-0.5099377861913971,0.5808144018889839,1.6920012351128386
-1.7296692512215113,-1.2261685949377452,-1.6218864804546607,-1.5219232531883515,-0.4674948848547855,0.7729018359033524,-0.5317512084960009,0.9210131892976964,-1.1938001799700213,0.4447440334681103,-1.7217203925172955,-0.5910161170380652
-1.729236238516236,-1.2261685949377452,0.10501733848954421,1.0861565809080738,0.43916186153025305,1.6061325514351943,-0.2153843290920108,0.4601393357968398,-1.1938001799700213,-0.5099377861913971,0.5808144018889839,-0.5910161170380652
-1.728803225810961,-1.2261685949377452,0.26200859475719923,1.0861565809080738,-0.4674948848547855,0.6657721724778299,0.6282606826519628,-1.0953099197685507,0.02358687417404125,-0.1427524709377404,-1.7217203925172955,-0.5910161170380652
-1.7283702131056857,1.2289305815112506,1.3609473886307841,-0.6525633084895431,1.3458186079152916,-1.2387551773092373,0.5579569316732983,-0.05834374939162379,1.240973928318104,-0.5099377861913971,0.5808144018889839,-0.5910161170380652
-1.7279372004004108,0.0013809932867526126,0.4974954791586817,-0.6525633084895431,-0.4674948848547855,1.4751962961373335,1.542209445374601,0.4601393357968398,0.02358687417404125,2.721292988040782,-1.7217203925172955,-0.5910161170380652
